NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|TP_ETAPA_AGREGADA|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2015|138075337|110771137221|26|6|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844963||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075359|115731055466|10|5|2000|15|15|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844963||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075341|111072853050|4|8|1992|22|23|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844963||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075425|110952670355|16|10|1999|15|16|260|0|0|0|0|5|2|5|1|76|53|5300108|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844963||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075362|117045310209|16|11|1997|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075353|113366075057|7|7|2000|14|15|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075457|111978969456|31|7|1998|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075347|112356324312|5|11|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075350|112764574567|25|12|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075469|112280905808|4|6|1994|20|21|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075422|110771139194|9|5|1998|17|17|260|0|0|0|0|5|1|5|1|76|53|5300108|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075405|111978768124|14|10|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075349|112689000791|10|7|1999|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075463|113488445070|28|10|1997|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075342|111179196847|28|2|2000|15|15|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075333|110393993395|12|9|1996|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075423|114042603580|12|7|1999|15|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075420|114595497163|30|12|1999|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075340|110997295308|13|7|1998|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4844966||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937313|128076689170|10|1|1994|21|21|270|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937312|118287780364|18|1|1988|27|27|270|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937333|112919549617|13|8|1999|15|16|270|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937399|120316853410|18|6|1985|29|30|270|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937323|110654947340|10|9|1997|17|18|270|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937320|110353195943|13|11|1989|25|26|270|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937416|113878518705|24|11|1995|19|20|270|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937326|111258787201|9|1|1997|18|18|270|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937334|113070449726|8|5|1997|18|18|270|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138937311|119615928193|16|2|1983|32|32|270|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4883371||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139303079|113501164911|18|7|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4896988||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139299948|118276327981|4|12|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4896988||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139303080|113652185209|23|12|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4896988||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139300021|111765053519|27|11|1995|19|20|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4896988||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139303100|113878508491|27|7|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4896988||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139303096|112972860810|10|8|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4896988||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139300022|111938163353|25|11|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4896988||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328200|110544604856|4|4|1999|16|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328128|113110961325|15|10|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328178|113294444507|25|6|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328179|121978125800|5|7|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328129|121978129717|1|6|2000|14|15|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328180|113822705690|26|1|2000|15|15|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328189|112205206752|8|7|1998|16|17|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328220|115752338351|16|6|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3135209|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|4897342||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811359|110632913303|1|10|1995|19|20|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811385|111991647041|6|10|1991|23|24|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811403|112617567540|31|8|1999|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811394|112240104693|7|5|1999|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811418|112972865455|2|9|1993|21|22|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811419|113048304621|1|9|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811360|121240481712|14|11|1999|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811411|112897394551|7|2|1997|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811346|110051548487|6|9|1999|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811566|112067202390|5|5|1997|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811463|118256873158|20|9|1997|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5791991||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390735|128345616053|14|3|1993|22|22|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390734|128345615910|11|9|1988|26|27|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161388128|110620238975|23|4|1998|17|17|260|0|0|0|0|5|1|5|1|76|35|3510609|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390466|118311605440|17|2|1997|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390258|118311595460|17|4|1999|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390157|111752352962|1|11|1998|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390200|113563921996|12|5|1985|30|30|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390212|114118631600|26|2|1995|20|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390231|114791213393|15|10|1985|29|30|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390155|111601371100|17|10|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390167|112205436596|23|5|1996|19|19|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390523|121188450149|24|5|1983|32|32|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390205|113865839443|7|2|1998|17|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390206|113865841006|16|10|1995|19|20|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|4|5871022||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
