ANO_CENSO|PK_COD_MATRICULA|FK_COD_ALUNO|NU_DIA|NU_MES|NU_ANO|NUM_IDADE_REFERENCIA|NUM_IDADE|NU_DUR_ESCOLARIZACAO|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NUM_DUR_AEE_MESMA_REDE|NUM_DUR_AEE_OUTRAS_REDES|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|FK_COD_PAIS_ORIGEM|FK_COD_ESTADO_NASC|FK_COD_MUNICIPIO_DNASC|FK_COD_ESTADO_END|FK_COD_MUNICIPIO_END|ID_ZONA_RESIDENCIAL|ID_TIPO_ATENDIMENTO|ID_N_T_E_P|ID_RESPONSAVEL_TRANSPORTE|ID_TRANSP_VANS_KOMBI|ID_TRANSP_MICRO_ONIBUS|ID_TRANSP_ONIBUS|ID_TRANSP_BICICLETA|ID_TRANSP_TR_ANIMAL|ID_TRANSP_OUTRO_VEICULO|ID_TRANSP_EMBAR_ATE5|ID_TRANSP_EMBAR_5A15|ID_TRANSP_EMBAR_15A35|ID_TRANSP_EMBAR_35|ID_TRANSP_TREM_METRO|ID_POSSUI_NEC_ESPECIAL|ID_TIPO_NEC_ESP_CEGUEIRA|ID_TIPO_NEC_ESP_BAIXA_VISAO|ID_TIPO_NEC_ESP_SURDEZ|ID_TIPO_NEC_ESP_DEF_AUDITIVA|ID_TIPO_NEC_ESP_SURDO_CEGUEIRA|ID_TIPO_NEC_ESP_DEF_FISICA|ID_TIPO_NEC_ESP_DEF_MENTAL|ID_TIPO_NEC_ESP_DEF_MULTIPLAS|ID_TIPO_NEC_ESP_AUTISMO|ID_TIPO_NEC_ESP_ASPERGER|ID_TIPO_NEC_ESP_RETT|ID_TIPO_NEC_ESP_TDI|ID_TIPO_NEC_ESP_SUPERDOTACAO|ID_TIPO_REC_ESP_LEDOR|ID_TIPO_REC_ESP_TRANSCRICAO|ID_TIPO_REC_ESP_INTERPRETE|ID_TIPO_REC_ESP_LIBRAS|ID_TIPO_REC_ESP_LABIAL|ID_TIPO_REC_ESP_BRAILLE|ID_TIPO_REC_ESP_AMPLIADA_16|ID_TIPO_REC_ESP_AMPLIADA_20|ID_TIPO_REC_ESP_AMPLIADA_24|ID_TIPO_REC_ESP_NENHUM|ID_INGRESSO_FEDERAIS|FK_COD_MOD_ENSINO|FK_COD_ETAPA_ENSINO|ID_ETAPA_AGREGADA_MAT|PK_COD_TURMA|FK_COD_CURSO_PROF|COD_UNIFICADA|FK_COD_TIPO_TURMA|PK_COD_ENTIDADE|FK_COD_ESTADO_ESCOLA|COD_MUNICIPIO_ESCOLA|FK_CODIGO_DISTRITO|ID_LOCALIZACAO_ESC|ID_DEPENDENCIA_ADM_ESC|DESC_CATA_ESCOLA_PRIV|ID_CONVENIADA_PP_ESC|ID_TIPO_CONVENIO_PODER_PUBLICO|ID_MANT_ESCOLA_PRIVADA_EMP|ID_MANT_ESCOLA_PRIVADA_ONG|ID_MANT_ESCOLA_PRIVADA_SIND|ID_MANT_ESCOLA_PRIVADA_SIST_S|ID_MANT_ESCOLA_PRIVADA_S_FINS|ID_DOCUMENTO_REGULAMENTACAO|ID_LOCALIZACAO_DIFERENCIADA|ID_EDUCACAO_INDIGENA
2014|34607986|113652183680|8|9|1997|16|17|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1444434||0|0|31338770|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|34607987|112444404857|28|9|1996|17|18|260|0|0|0|0|1|5|1|76|31|3132107|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1444434||0|0|31338770|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|34607999|111689519680|11|4|1995|19|19|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1444434||0|0|31338770|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38347117|118934828128|4|4|1988|26|26|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38347424|124312342821|14|9|1986|27|28|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346928|111601371372|25|4|1986|28|28|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346931|111752391780|12|9|1993|20|21|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346939|112205436758|29|8|1993|20|21|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346956|112960222856|16|9|1996|17|18|260|0|0|0|0|2|5|1|76|35|3534401|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346958|113035610001|19|5|1993|21|21|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346960|113186754649|25|10|1993|20|21|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346961|113186755378|18|11|1995|18|19|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346981|113865815773|29|8|1996|17|18|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346991|114179167297|6|2|1992|22|22|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38347004|114564800735|28|10|1996|17|18|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38347046|111978781570|26|8|1993|20|21|260|0|0|0|0|2|3|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38347320|110586948715|20|5|1998|16|16|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346883|110016775448|5|11|1987|26|27|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346898|110695621490|3|7|1992|21|22|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346909|111148486207|24|3|1995|19|19|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346916|111299442802|20|1|1997|17|17|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346917|111299445909|18|12|1996|17|18|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346922|111525938117|20|9|1994|19|20|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346923|111525940790|18|11|1996|17|18|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38346926|111601367693|29|3|1992|22|22|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|38347463|125190228761|29|10|1993|20|21|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|1539893||0|0|31322571|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447370|125945260885|12|7|1987|26|27|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447371|124204228568|17|4|1987|27|27|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447372|124204228800|4|10|1978|35|36|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447373|111840593570|4|10|1975|38|39|260|0|0|0|0|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447397|125945261776|12|10|1979|34|35|260|0|0|0|0|1|5|1|76|31|3132107|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447245|124204212483|25|9|1993|20|21|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447251|123620326044|17|7|1982|31|32|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446791|111312106386|30|12|1994|19|20|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446799|111463136675|19|2|1998|16|16|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446807|111711783012|14|1|1997|17|17|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446822|112013854586|16|9|1995|18|19|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446824|112067193030|15|3|1996|18|18|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446740|110104921870|2|10|1995|18|19|260|0|0|0|0|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446772|110783854837|26|3|1996|18|18|260|0|0|0|0|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447083|119518237610|6|8|1989|24|25|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446954|118274638300|29|9|1983|30|31|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447163|122153620901|3|4|1986|28|28|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447180|119329161480|28|7|1989|24|25|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447033|120280623479|30|8|1992|21|22|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447044|119590661709|22|12|1996|17|18|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077535||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66447047|120316975957|18|2|1988|26|26|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|1|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446827|112067221000|26|10|1994|19|20|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446837|112369031700|17|4|1993|21|21|260|0|0|0|0|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
2014|66446848|112746484160|21|8|1997|16|17|260|0|0|0|0|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|26|4|2077534||0|0|31269875|31|3162450|5|2|2||||0|0|0|0|0|1|2|1
