Id, NU_ANO_CENSO, ID_ALUNO, ID_MATRICULA, NU_DIA, NU_MES, NU_ANO, TP_SEXO, TP_COR_RACA, CO_UF_NASC, CO_MUNICIPIO_NASC, CO_UF_END, CO_MUNICIPIO_END, TP_ZONA_RESIDENCIAL, IN_NECESSIDADE_ESPECIAL, IN_REGULAR, IN_EJA, IN_PROFISSIONALIZANTE, TP_ETAPA_ENSINO, ID_TURMA, TP_UNIFICADA, CO_ENTIDADE, TP_DEPENDENCIA, TP_LOCALIZACAO_DIFERENCIADA, IN_EDUCACAO_INDIGENA 
73,2007,113576668615,159097774,19,5,1991, M,0,31,3132107,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
74,2007,114879242089,159097251,20,8,1990, F,0,31,3132107,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
75,2007,113274785368,159105433,10,7,1991, M,0,31,3132107,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
76,2007,118092641624,159106748,28,9,1976, F,5,31,3132107,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
77,2007,112670968022,159088912,29,6,1993, F,0,31,3132107,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
78,2007,111991645340,159090993,26,11,1991, F,0,31,3132107,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
79,2007,113878537831,159091341,23,9,1982, F,0,35,3540200,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
80,2007,112519793600,159091783,8,8,1990, M,0,31,3118601,31,3162450,0,0, , , ,41,3581964,0,31269875,0,2,1
81,2007,110051548720,159510564,24,9,1984, F,0,31,3162450,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
82,2007,110730404616,159511232,5,10,1984, F,0,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
83,2007,112391106938,159510761,9,4,1982, F,0,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
84,2007,110504157107,159511199,19,6,1988, M,0,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
85,2007,118132797808,159516302,22,9,1987, F,5,31,3162450,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
86,2007,118132388550,159513447,24,7,1989, F,5,31,3162450,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
87,2007,111711740399,159511287,26,7,1987, M,0,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
88,2007,118132524836,159515364,24,1,1988, F,5,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
89,2007,111560705387,159508988,7,5,1990, F,0,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
90,2007,112919549889,159509577,15,8,1987, F,0,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
91,2007,110730404535,159509825,3,10,1987, M,0,31,3132107,31,3162450,0,0, , , ,25,3602733,0,31269875,0,2,1
92,2007,111613983335,159507221,11,2,1987, F,0,31,3132107,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
93,2007,112142652947,159506922,18,2,1988, F,0,31,3162450,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
94,2007,114652926595,159507499,14,4,1989, F,0,31,3132107,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
95,2007,113878537670,159508143,26,11,1989, F,0,31,3132107,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
96,2007,114266750209,159505993,13,2,1990, M,0,31,3132107,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
97,2007,111613983416,159505058,11,7,1987, F,0,31,3132107,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
98,2007,112067220372,159506382,30,8,1990, F,0,31,3132107,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
99,2007,112670967565,159506615,17,10,1990, M,0,31,3162450,31,3162450,0,0, , , ,41,3602592,0,31269875,0,2,1
100,2007,112670938700,160689253,5,9,1989, M,0,31,3132107,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
101,2007,113576641415,160689315,29,4,1991, F,0,31,3139300,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
102,2007,112519767510,160689888,22,5,1991, F,0,31,3162450,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
103,2007,113727676220,160690151,11,8,1992, F,0,31,3139300,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
104,2007,114266750462,160685888,25,12,1992, F,0,31,3132107,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
105,2007,112897415737,160685905,4,6,1987, M,0,31,3162450,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
106,2007,110632911190,160687166,23,8,1985, F,0,31,3132107,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
107,2007,112369055986,160686519,18,3,1987, M,0,31,3162450,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
108,2007,111613981804,160687343,25,9,1991, M,0,31,3162450,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
109,2007,112391054954,160685517,8,8,1990, F,0,31,3162450,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
110,2007,118228657780,160693262,18,9,1967, F,5,31,3139300,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
111,2007,112595438467,160687634,11,2,1994, F,0,31,3162450,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
112,2007,112369055803,160687830,9,9,1993, F,0,31,3162450,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
113,2007,114803907047,160688290,30,10,1991, F,0,31,3162401,31,3162450,0,0, , , ,41,3769344,0,31269875,0,2,1
114,2007,114879211108,162428189,8,7,1992, F,0,31,3162450,31,3139300,0,0, , , ,41,3770524,0,31269875,0,2,1
115,2007,110859262650,162424609,4,1,1991, M,0,31,3132107,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
116,2007,111689527195,162424542,19,9,1989, M,0,31,3162450,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
117,2007,114803907470,162424482,21,8,1992, M,0,31,3132107,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
118,2007,111312110570,162424436,27,10,1981, F,0,31,3162450,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
119,2007,115204615775,162429519,12,1,1989, F,0,31,3139300,31,3139300,0,0, , , ,41,3770524,0,31269875,0,2,1
120,2007,110331186720,162424718,20,8,1989, F,0,31,3162450,31,3139300,0,0, , , ,41,3770524,0,31269875,0,2,1
121,2007,111161137679,162424728,4,4,1982, F,0,31,3162450,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
122,2007,110482096879,162429468,14,10,1988, F,0,31,3162450,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
123,2007,118320789906,162433696,15,9,1989, F,5,31,3162450,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
124,2007,113199413705,162424626,6,11,1970, F,0,31,3132107,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
125,2007,114954569434,162424460,4,2,1988, F,0,31,3162450,31,3132107,0,0, , , ,41,3770524,0,31269875,0,2,1
126,2007,115725697354,162433573,10,6,1990, F,0,31,3162450,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
127,2007,113727703210,162424231,5,2,1968, F,0,31,3132107,31,3162450,0,0, , , ,41,3770524,0,31269875,0,2,1
128,2007,112766138730,161228203,15,6,1991, F,5,31,3162450,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
129,2007,112054327602,161228483,23,3,1989, F,0,31,3132107,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
130,2007,114243608899,161452552,13,11,1990, F,0,31,3142254,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
131,2007,112658063066,161168758,7,8,1991, F,0,31,3132107,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
132,2007,112960014820,161170700,11,4,1989, M,0,31,3132107,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
133,2007,112658065514,161219154,24,11,1987, F,0,31,3135209,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
134,2007,114791007491,160941570,1,8,1978, F,5,31,3162450,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
135,2007,110016567500,161004639,7,4,1992, M,0,31,3132107,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
136,2007,114489154142,161006700,29,11,1989, F,0,31,3132107,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
137,2007,110469231458,161008350,11,4,1991, M,0,31,3139300,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
138,2007,110770945740,161010154,4,2,1981, F,0,31,3162450,31,3162450,0,0, , , ,41,5447964,3,31297518,0,2,1
139,2007,118284270047,161335353,8,4,1989, F,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
140,2007,118284241101,161334476,7,5,1983, F,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
141,2007,118284324406,161337335,21,2,1988, F,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
142,2007,118284205733,161333586,10,7,1988, F,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
143,2007,118283979204,161325585,1,3,1991, M,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
144,2007,112280920521,161325680,28,2,1991, F,0,31,3162450,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
145,2007,113523240831,161326428,11,9,1986, M,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
146,2007,118284025247,161327198,16,10,1973, M,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
147,2007,110469440294,161327456,11,7,1989, M,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
148,2007,118284065893,161328818,25,3,1993, F,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
149,2007,118284116552,161330455,25,10,1970, F,5,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
150,2007,111978976665,161330753,29,8,1988, F,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
151,2007,113714970010,161330835,2,1,1989, F,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
152,2007,113372277146,161330967,19,9,1987, F,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
153,2007,111525937498,161331038,11,10,1986, F,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
154,2007,112693126770,161331519,26,10,1988, F,0,31,3162450,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
155,2007,111148486380,161331626,13,10,1982, F,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
156,2007,110846660732,161331817,21,1,1990, F,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
157,2007,110318512679,161332224,18,9,1990, F,0,31,3132107,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
158,2007,118284293330,161336389,12,9,1979, F,5,31,3162450,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
159,2007,113488464023,161530720,8,6,1991, F,0,31,3162450,31,3132107,0,0, , , ,25,5448275,0,31297518,0,2,1
160,2007,114338342276,161531234,17,6,1989, F,0,31,3162450,31,3162450,0,0, , , ,25,5448275,0,31297518,0,2,1
161,2007,110805921990,161532970,13,2,1989, F,0,31,3132107,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
162,2007,118285417882,161371061,3,3,1984, F,5,31,3132107,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
163,2007,118285388769,161370576,14,4,1974, F,5,31,3132107,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
164,2007,115381011651,161370617,30,8,1990, F,0,31,3162450,31,3132107,0,0, , , ,26,5448276,0,31297518,0,2,1
165,2007,112466478268,161370680,4,2,1988, F,0,31,3135209,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
166,2007,118285393509,161370944,14,10,1983, F,5,31,3132107,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
167,2007,111752182439,161372296,30,7,1989, F,0,31,3132107,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
168,2007,116016460701,161372401,2,11,1990, M,5,31,3162450,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
169,2007,114338140134,161372457,9,2,1991, F,0,31,3132008,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
170,2007,118285438375,161372039,29,6,1984, F,5,31,3162450,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
171,2007,110016567500,161371979,7,4,1992, M,0,31,3132107,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
172,2007,111903341352,161371919,12,8,1988, F,0,31,3132107,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
173,2007,118285455890,161372636,6,11,1992, F,5,35,3540200,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
174,2007,110695395385,161372711,24,10,1990, F,0,31,3132107,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
175,2007,118285395978,161370993,29,10,1984, F,5,31,3132107,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
176,2007,118285419745,161371133,14,3,1971, F,5,31,3162450,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
177,2007,118285408115,161370654,8,6,1989, F,5,31,3132107,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
178,2007,112164729209,161370597,30,10,1987, F,0,31,3132107,31,3162450,0,0, , , ,26,5448276,0,31297518,0,2,1
179,2007,114489132335,161002786,13,9,1990, M,0,31,3132107,31,3162450,0,0, , , ,41,5447884,3,31297518,0,2,1
180,2007,110167473300,161375063,17,2,1992, F,0,31,3162450,31,3162450,0,0, , , ,41,5447884,3,31297518,0,2,1
181,2007,113186523400,161168851,16,8,1990, M,0,31,3162450,31,3162450,0,0, , , ,41,5447884,3,31297518,0,2,1
182,2007,112972840622,161530233,8,7,1985, F,0,35,3551702,31,3162450,0,0, , , ,27,5448663,0,31297518,0,2,1
183,2007,113727680414,161371161,8,2,1984, F,0,31,3132107,31,3162450,0,0, , , ,27,5448663,0,31297518,0,2,1
184,2007,111689531621,161371235,7,7,1973, F,0,31,3132107,31,3162450,0,0, , , ,27,5448663,0,31297518,0,2,1
185,2007,118285425206,161371328,20,6,1965, F,5,31,3132107,31,3162450,0,0, , , ,27,5448663,0,31297518,0,2,1
186,2007,114790977560,160936035,17,5,1991, F,0,31,3162450,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
187,2007,113822697574,161060750,1,1,1991, F,0,31,3132107,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
188,2007,114413601741,161251136,10,4,1993, M,0,31,3132107,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
189,2007,114790972258,161074328,25,1,1989, F,0,31,3162450,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
190,2007,114489110870,161074641,13,5,1992, M,0,31,3162450,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
191,2007,114640048113,161059043,11,1,1994, F,0,31,3132107,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
192,2007,110544566822,161079947,3,2,1990, M,0,31,3162450,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
193,2007,114413601580,161077618,27,9,1993, F,0,31,3132107,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
194,2007,112162235136,161097382,19,3,1978, M,0,31,3139300,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
195,2007,110242740390,161103243,3,11,1993, F,0,31,3162450,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
196,2007,114413601660,161100585,4,6,1993, F,0,31,3132107,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
197,2007,113790236291,161052712,3,12,1993, M,0,31,3132107,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
198,2007,113110922699,161052761,5,10,1991, F,0,31,3162450,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
199,2007,114521609707,161527136,20,11,1990, M,0,31,3162450,31,3139300,0,0, , , ,41,5446965,0,31297518,0,2,1
200,2007,118290641345,161528059,8,12,1992, M,5,31,3135209,31,3162450,0,0, , , ,41,5446965,0,31297518,0,2,1
201,2007,115607795860,161526808,21,8,1990, F,0,35,3550308,35,3534401,0,0, , , ,41,5446965,0,31297518,0,2,1
202,2007,111978765028,161218548,17,10,1988, F,0,31,3132107,31,3162450,0,0, , , ,41,5447803,3,31297518,0,2,1
203,2007,115910182853,161372069,29,7,1987, F,5,31,3162450,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
204,2007,112506919740,161371624,9,12,1990, M,0,31,3162450,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
205,2007,114489154142,161371949,29,11,1989, F,0,31,3132107,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
206,2007,110469231458,161372012,11,4,1991, M,0,31,3139300,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
207,2007,118285441759,161372151,6,8,1961, F,5,31,3132107,31,3162450,0,0, , , ,25,5447967,0,31297518,0,2,1
208,2007,111991645421,161453184,16,7,1979, F,0,31,3132107,31,3162450,0,0, , , ,27,5447483,0,31297518,0,2,1
209,2007,118283893822,161323230,22,3,1983, F,5,31,3132107,31,3162450,0,0, , , ,27,5447483,0,31297518,0,2,1
210,2007,114577474211,161322178,3,6,1988, F,0,31,3132107,31,3162450,0,0, , , ,27,5447483,0,31297518,0,2,1
211,2007,111765030497,161324811,2,11,1981, F,0,31,3132107,31,3162450,0,0, , , ,27,5447483,0,31297518,0,2,1
212,2007,111463130987,161320639,14,10,1987, F,0,31,3132107,31,3162450,0,0, , , ,27,5447483,0,31297518,0,2,1
