NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|TP_ETAPA_AGREGADA|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2015|139328130|112960011219|10|10|1990|24|25|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|4897344||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328206|111299237117|11|9|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|4897344||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328142|121978132343|13|3|1998|17|17|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|4897344||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|139328135|110620032501|24|4|1997|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|4897344||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390227|114564800735|28|10|1996|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390184|113186754649|25|10|1993|21|22|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390193|113488464457|27|7|1993|21|22|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390154|111601367693|29|3|1992|23|23|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390181|112960222856|16|9|1996|18|19|260|0|0|0|0|5|2|5|1|76|35|3534401|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390629|124312342821|14|9|1986|28|29|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390468|112356344003|29|10|1993|21|22|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390144|111299442802|20|1|1997|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390470|118472585220|20|11|1994|20|21|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390135|111072871628|30|1|1997|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390156|111601371372|25|4|1986|29|29|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390145|111299445909|18|12|1996|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390138|111148486207|24|3|1995|20|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390150|111525938117|20|9|1994|20|21|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390335|118934828128|4|4|1988|27|27|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390527|110586948715|20|5|1998|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390204|113865815773|29|8|1996|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390151|111525940790|18|11|1996|18|19|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390214|114179167297|6|2|1992|23|23|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390182|113035610001|19|5|1993|22|22|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161388122|110016775448|5|11|1987|27|28|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161388129|110695621490|3|7|1992|22|23|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871026||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390833|112431590819|27|8|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390832|111903339102|12|3|1997|18|18|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390878|110846458828|4|9|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390838|122070017337|21|11|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390829|122070016950|20|12|1996|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390839|111601169115|25|1|1998|17|17|260|0|0|0|0|5|1|5|1|76|31|3135209|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390827|112054327017|8|5|1997|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390835|112733595937|3|3|1997|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390837|112960014234|17|5|1998|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390830|113865639606|6|4|1997|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390831|111223804886|20|8|1997|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390902|112519766114|21|1|1995|20|20|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159812807|119309882815|23|10|1991|23|24|330|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792105||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159812669|118280848753|21|9|1972|42|43|330|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792105||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159812674|124309954250|17|3|1994|21|21|330|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792105||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159812696|122157755720|5|9|1985|29|30|330|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792105||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159812671|118323290112|1|4|1997|18|18|330|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792105||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159812673|121340683023|20|6|1995|19|20|330|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792105||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|161390879|119673575877|14|6|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5871081||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811446|114879211442|19|8|1996|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811373|111312106386|30|12|1994|20|21|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811397|112369031700|17|4|1993|22|22|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811449|115778754271|14|11|1995|19|20|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811696|124204228568|17|4|1987|28|28|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811429|113425765000|23|5|1995|20|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811416|112972837915|2|5|1992|23|23|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811362|110783854837|26|3|1996|19|19|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811437|114141490775|10|10|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811405|112746484160|21|8|1997|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|159811433|113727665296|4|3|1995|20|20|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|4|5792003||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
