NU_ANO_CENSO|ID_ALUNO|ID_MATRICULA|NU_DIA|NU_MES|NU_ANO|TP_SEXO|TP_COR_RACA|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|IN_NECESSIDADE_ESPECIAL|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|TP_UNIFICADA|CO_ENTIDADE|TP_DEPENDENCIA|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2013|112280906294|43299635|15|12|1995|M|5|31|3132701|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|114564792619|43299669|30|10|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|113035595878|43300083|21|6|1997|M|5|31|3139300|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|112582692017|43300084|22|11|1996|M|5|31|3132107|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|122814149228|43300085|5|3|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|110167684190|43300087|29|10|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|111978969880|43300088|15|5|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|114712512333|43299673|11|10|1996|F|0|31|3139300|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|114788002751|43299675|25|12|1987|M|5|31|3132107|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|113413074686|43300089|6|5|1995|M|5|31|3132107|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|114791195719|43300090|9|10|1995|F|5|31|3132107|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|111330226932|43300091|31|5|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|120150122496|43300092|26|1|1996|M|5|31|3139300|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|114791197096|43300093|18|7|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|26|2999622|0|31319058|2|2|1
2013|113413072470|43299650|9|8|1993|M|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|114118616121|43299655|20|1|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|111146019857|43300096|6|9|1995|M|5|31|3170404|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|112236047990|43300122|9|4|1994|M|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|110620219245|43299603|2|3|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|111072851511|43299622|22|1|1995|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|114413826409|43299664|16|10|1993|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|122814146989|43300044|6|7|1991|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|114489345401|43299665|24|5|1995|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|114640270304|43299671|7|11|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2999623|0|31319058|2|2|1
2013|110650849514|43299605|2|5|1998|F|5|31|3170404|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|111220814481|43299626|19|1|1998|M|3|31|3139300|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|114410649743|43299659|11|8|1998|M|0|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|114788011823|43299678|8|3|1998|F|0|35|3550308|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|112507135955|43300060|19|8|1995|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|110846645776|43300069|18|3|1999|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|112507134207|43300078|30|11|1997|F|5|53|5300108|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|110921931971|43300079|4|1|1999|F|5|31|3135100|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|110997293780|43299616|30|6|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|112507135793|43299641|17|7|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|114489346564|43299667|9|11|1995|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|111447364391|43300055|24|1|1999|M|5|31|3139300|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|111676842143|43300057|22|6|1998|F|5|31|3132107|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|110997295480|43300059|10|7|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|111900350903|43300066|14|3|1999|F|5|31|3139300|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|111752373021|43300067|31|3|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|111223989487|43300070|29|4|1999|F|0|31|3139300|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|122814148760|43300077|30|5|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|112205419900|43300081|4|12|1996|M|5|31|3139300|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|122814149066|43300082|9|6|1998|M|5|53|5300108|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|112240137354|43300098|28|11|1993|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2999606|0|31319058|2|2|1
2013|118037119067|55065807|15|11|1993|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|110846458828|55065809|4|9|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|110921740955|55065836|25|9|1989|M|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|111032140711|55065838|9|10|1995|M|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|110620030550|55065839|15|10|1993|F|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|121728074516|55065841|22|12|1980|M|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|124309956385|55065910|10|5|1989|F|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|121599943408|55065911|20|7|1979|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|124309957357|55065922|14|1|1982|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|124309957438|55065923|12|2|1997|F|5|31|3139300|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|112431796514|55065643|8|9|1996|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|112054327017|55065729|8|5|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|111601169034|55065730|27|3|1998|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|122070016950|55065731|20|12|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|113865639606|55065732|6|4|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|111223804886|55065733|20|8|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|122070017094|55065734|12|3|1997|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|112431590819|55065735|27|8|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|112733595856|55065736|20|10|1996|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|112733595937|55065737|3|3|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|112960014234|55065739|17|5|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|122070017337|55065740|21|11|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|111601169115|55065741|25|1|1998|M|5|31|3135209|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|122070017507|55065743|13|8|1986|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|119673575877|55065810|14|6|1997|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3723537|0|31297518|2|2|1
2013|111903340895|55065808|23|9|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|114489153251|55065842|8|5|1993|F|5|31|3162450|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|124309954250|55065849|17|3|1994|F|5|31|3132107|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|122780249810|55065859|8|5|1990|F|5|31|3162450|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|115434036700|55065890|14|8|1986|F|5|31|3132107|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|124309954765|55065891|2|9|1997|F|5|31|3139300|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|113488256854|55065742|1|1|1998|F|5|31|3139300|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|113035413435|55065746|9|9|1991|M|5|31|3132107|31|3162450|2|0| .|. | .|26|3723533|0|31297518|2|2|1
2013|119516367320|55065837|26|5|1982|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|114640083881|55065749|20|9|1994|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|110997106777|55065750|29|10|1995|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|110846459476|55065751|17|6|1993|M|5|31|3132107|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|110620029543|55065752|17|3|1996|M|5|31|3132107|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|113412887578|55065745|2|9|1994|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|110695417613|55065744|10|1|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|114791009273|55065747|26|9|1996|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|114446088512|55065748|1|4|1970|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|114338139632|55065753|21|9|1995|M|5|31|3132107|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|110393803952|55065754|24|9|1996|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|118288550737|55065813|14|9|1993|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|122780249225|55065814|19|3|1986|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|111676647952|55065833|25|5|1994|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3723532|0|31297518|2|2|1
2013|110544793802|55065847|8|6|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|113488256935|55065714|25|11|1998|M|5|31|3162450|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|112356143016|55065716|19|2|1999|M|5|31|3132107|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|122070016284|55065717|7|6|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|111299241572|55065719|18|5|1999|F|5|31|3162450|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|122070016365|55065720|24|1|1999|F|5|31|3139300|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|114118412399|55065721|30|7|1998|F|5|31|3139300|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|114689182140|55065722|26|9|1988|F|5|35|3551702|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|113337400930|55065726|1|10|1998|F|5|31|3132107|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|112884577156|55065727|1|1|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|112884578470|55065738|7|9|1995|M|5|31|3162450|31|3162450|2|0| .|. | .|41|3723528|0|31297518|2|2|1
2013|111827717180|55065840|22|10|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|41|3723542|3|31297518|2|2|1
2013|110167494901|55065834|6|8|1996|M|5|31|3162450|31|3162450|2|0| .|. | .|41|3723542|3|31297518|2|2|1
2013|112582502412|55065844|14|12|1998|M|5|31|3162450|31|3162450|2|0| .|. | .|41|3723536|3|31297518|2|2|1
2013|110092024806|55065811|10|3|1998|M|5|31|3139300|31|3162450|2|0| .|. | .|41|3723536|3|31297518|2|2|1
2013|114640082729|55065812|19|3|1997|M|0|31|3162450|31|3162450|2|0| .|. | .|41|3723536|3|31297518|2|2|1
2013|111299237117|42036821|11|9|1997|F|5|31|3139300|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|122155716671|42036872|8|6|1996|F|5|31|3139300|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|112733590110|42036575|8|11|1992|M|5|31|3162450|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|112960011219|42036842|10|10|1990|F|5|31|3139300|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|110620032501|42036857|24|4|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|110921725808|42036858|29|10|1996|F|5|31|3139300|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|118285754021|42036865|2|10|1997|F|5|31|3139300|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|121978132343|42036870|13|3|1998|F|5|31|3139300|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|122154316017|42036875|4|3|1993|F|5|31|3162450|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|124186553423|42036923|24|10|1992|F|5|31|3135209|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|112011338319|59727751|30|10|1991|F|0|31|3132107|31|3162450|2|0| .|. | .|25|2921721|0|31338745|2|2|1
2013|119522184623|42036908|14|3|1985|F|5|31|3162450|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|121144855526|42036844|6|10|1995|M|5|31|3162450|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|121145015661|42036845|8|9|1997|F|5|31|3139300|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|119701389475|42036849|10|11|1976|F|5|31|3142254|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|113790278709|42036850|3|3|1995|F|5|31|3162450|31|3162450|1|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|114489152794|42036851|8|10|1994|F|5|31|3139300|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|119701115774|42036873|19|4|1990|F|5|31|3132107|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|119703137490|42036874|4|11|1982|F|5|31|3132107|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|110016523554|42036843|3|5|1997|F|5|31|3162450|31|3162450|2|0| .|. | .|26|2921722|0|31338745|2|2|1
2013|114715483687|42036909|25|10|1996|F|5|31|3139300|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|110770944425|42036846|3|3|1995|F|5|31|3139300|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|113790277800|42036847|25|12|1995|M|5|31|3162450|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|111574241981|42036848|14|12|1995|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|112205208453|42036852|2|7|1996|F|5|31|3139300|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|121978131029|42036860|29|4|1996|M|5|31|3139300|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|121978131100|42036861|11|11|1995|F|5|31|3132107|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|121978131533|42036862|12|12|1994|M|5|31|3139300|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|119697429927|42036866|17|7|1968|F|5|31|3162450|31|3162450|2|0| .|. | .|27|2921723|0|31338745|2|2|1
2013|110016567330|42036893|15|10|1998|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921718|3|31338745|2|2|1
2013|113186523590|42036819|6|4|1999|M|5|31|3139300|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|110770924408|42036820|20|9|1998|M|5|31|3139300|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|110921724593|42036818|28|4|1999|F|5|31|3139300|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|121978133668|42036879|7|8|1973|F|5|31|3132107|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|112733590544|42036805|24|3|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|121978126882|42036806|20|6|1995|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|113488257079|42036853|11|4|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|114640079426|42036888|26|2|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|121143915070|42036889|11|1|1998|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921717|3|31338745|2|2|1
2013|121978131614|42036863|24|11|1998|M|5|31|3139300|31|3162450|2|0| .|. | .|41|2921719|3|31338745|2|2|1
2013|121978131886|42036864|21|9|1979|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2921719|3|31338745|2|2|1
2013|113985452520|42036822|10|6|1998|F|5|31|3162450|31|3162450|2|0| .|. | .|41|2921720|3|31338745|2|2|1
2013|121978128079|42036823|6|4|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921720|3|31338745|2|2|1
2013|110620028571|42036824|13|1|1996|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921720|3|31338745|2|2|1
2013|114338119607|42036808|10|4|1999|M|5|31|3139300|31|3162450|2|0| .|. | .|41|2921720|3|31338745|2|2|1
2013|115417051739|42036576|7|10|1995|F|0|31|3132107|31|3132107|2|0| .|. | .|41|2921720|3|31338745|2|2|1
2013|118471978333|42036890|19|7|1998|M|5|31|3162450|31|3162450|2|0| .|. | .|41|2921720|3|31338745|2|2|1
2013|111765024500|45021058|22|9|1994|M|5|31|3162450|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|111916195759|45021090|6|3|1994|F|5|31|3132107|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|112293594431|45021153|2|6|1996|F|5|31|3139300|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|112595439510|45021192|4|11|1992|F|5|31|3132107|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|112822007208|45021235|24|8|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|112972865536|45021263|18|8|1992|F|5|31|3162450|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|114178391126|45021390|14|11|1995|F|5|31|3132107|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|114351029675|45021398|4|8|1995|M|5|31|3132107|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|114502000956|45021423|18|9|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|114577469307|45021429|17|8|1994|M|5|31|3162450|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|115809213536|45021481|6|12|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|119413710359|58965586|12|12|2000|M|5|31|3162450|31|3162450|2|0| .|. | .|26|3071888|0|31269875|2|2|1
2013|111463164881|45022058|28|4|1994|M|5|31|3139300|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|121238661300|45022175|13|5|1975|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|122825473811|45022662|19|4|1995|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|110029376555|45020852|3|10|1991|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|110029382016|45020854|15|4|1996|M|0|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|110331155418|45020885|13|6|1989|M|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|111387683674|45021002|13|9|1993|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|111463146123|45021021|4|1|1994|M|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|111538582588|45021030|2|1|1997|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|111689534051|45021048|6|4|1994|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|111840576480|45021078|16|8|1996|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|111862763045|45021083|25|3|1990|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|112013797337|45021114|1|9|1982|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|112595412077|45021189|14|12|1992|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|113652165437|45021339|24|8|1995|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|113803077833|45021352|26|11|1990|M|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|114266750543|45021394|1|11|1994|M|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|114351035802|45021401|27|6|1994|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|114351036108|45021404|23|10|1995|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|114577499630|45021436|19|3|1990|F|5|31|3162450|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|114803915228|45021456|28|9|1992|F|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|116051561080|45021489|23|2|1992|M|5|31|3132107|31|3162450|2|0| .|. | .|27|3071851|0|31269875|2|2|1
2013|124204228568|45023286|17|4|1987|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
2013|124204213021|45022815|17|7|1982|M|5|31|3162450|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
2013|123622318014|45022820|1|10|1974|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
2013|112897388152|45023283|12|11|1987|M|0|31|3162450|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
2013|119518237610|45022165|6|8|1969|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
2013|118274638300|45021607|29|9|1983|F|5|31|3132107|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
2013|110783854837|45020923|26|3|1996|M|5|31|3132107|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
2013|111085526096|45020954|12|4|1991|M|5|31|3132107|31|3162450|2|0| .|. | .|25|3071872|0|31269875|2|2|1
